id,source_id,evidence_type,observed_value,original_url,normalized_url,captured_at,locale,scope,confidence,unavailable_reason
EV-0029,SRC-CRAWL,page_observation,HTTP 200; title=Returns & Refunds Policy | Kakawa Chocolates; meta=present; H1=Returns & Refunds; internal_links=40,https://kakawachocolates.com.au/pages/returns-refunds,https://kakawachocolates.com.au/pages/returns-refunds,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0030,SRC-CRAWL,page_observation,HTTP 200; title=Rewards Terms & Conditions – Kakawa Chocolates; meta=present; H1=Rewards Terms & Conditions; internal_links=41,https://kakawachocolates.com.au/pages/rewards-terms-conditions,https://kakawachocolates.com.au/pages/rewards-terms-conditions,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0031,SRC-CRAWL,page_observation,HTTP 200; title=Shipping Information | Kakawa Chocolates; meta=present; H1=Shipping; internal_links=40,https://kakawachocolates.com.au/pages/shipping,https://kakawachocolates.com.au/pages/shipping,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0032,SRC-CRAWL,page_observation,HTTP 200; title=Terms & Conditions – Kakawa Chocolates; meta=present; H1=Terms & Conditions; internal_links=41,https://kakawachocolates.com.au/pages/terms-conditions-1,https://kakawachocolates.com.au/pages/terms-conditions-1,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0033,SRC-CRAWL,page_observation,HTTP 200; title=Chocolates for Wedding | Personalised Chocolate Favours – Kakawa Chocolates; meta=present; H1=Elegant Handcrafted Chocolate for Wedding Celebrations; internal_links=35,https://kakawachocolates.com.au/pages/wedding-chocolates,https://kakawachocolates.com.au/pages/wedding-chocolates,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0034,SRC-CRAWL,page_observation,HTTP 200; title=Wholesale Enquiries – Kakawa Chocolates Wholesale; meta=present; H1=Wholesale Chocolates; internal_links=35,https://kakawachocolates.com.au/pages/wholesale,https://kakawachocolates.com.au/pages/wholesale,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0035,SRC-CRAWL,page_observation,HTTP 200; title=Blonde (Caramelised White Chocolates) | Kakawa Chocolates; meta=present; H1=Blonde (Caramelised White Chocolates); internal_links=36,https://kakawachocolates.com.au/products/blonde-caramelised-white-chocolates,https://kakawachocolates.com.au/products/blonde-caramelised-white-chocolates,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0036,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Hazelnut Dark Chocolate Slab – Kakawa Chocolates; meta=present; H1=Caramelised Hazelnut Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/caramelised-hazelnut-slab-dark-chocolate,https://kakawachocolates.com.au/products/caramelised-hazelnut-slab-dark-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0037,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Hazelnut Milk Chocolate Slab | Kakawa Chocolates; meta=present; H1=Caramelised Hazelnut Milk Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/caramelised-hazelnut-slab-milk-chocolate,https://kakawachocolates.com.au/products/caramelised-hazelnut-slab-milk-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0038,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Macadamia Dark Chocolate Ball | Kakawa Chocolates Sydney; meta=present; H1=Caramelised Macadamia Dark Chocolate Ball; internal_links=36,https://kakawachocolates.com.au/products/caramelised-macadamia-dark-chocolate-ball,https://kakawachocolates.com.au/products/caramelised-macadamia-dark-chocolate-ball,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0039,SRC-CRAWL,page_observation,HTTP 200; title=Chilli Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Chilli Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/chilli-with-dark-chocolate-slab,https://kakawachocolates.com.au/products/chilli-with-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0040,SRC-CRAWL,page_observation,HTTP 200; title=Coffee Bean Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Coffee Bean Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/coffee-bean-slab-dark-chocolate,https://kakawachocolates.com.au/products/coffee-bean-slab-dark-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0041,SRC-CRAWL,page_observation,HTTP 200; title=Cranberry Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Cranberry Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/cranberry-dark-chocolate-slab,https://kakawachocolates.com.au/products/cranberry-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0042,SRC-CRAWL,page_observation,HTTP 200; title=Crunchy Coconut Milk Chocolate Slab | Kakawa Chocolates; meta=present; H1=Crunchy Coconut Milk Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/crunchy-coconut-dark-chocolate,https://kakawachocolates.com.au/products/crunchy-coconut-dark-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0043,SRC-CRAWL,page_observation,HTTP 200; title=Gift Voucher | Kakawa Chocolates; meta=present; H1=Gift Voucher; internal_links=35,https://kakawachocolates.com.au/products/gift-voucher,https://kakawachocolates.com.au/products/gift-voucher,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0044,SRC-CRAWL,page_observation,HTTP 200; title=Ginger and Fennel Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Ginger & Fennel Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/ginger-and-fennel-dark-chocolate-slab,https://kakawachocolates.com.au/products/ginger-and-fennel-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0045,SRC-CRAWL,page_observation,HTTP 200; title=House Milk Chocolate Slab | Kakawa Chocolates; meta=present; H1=House Milk Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/house-milk-chocolate-slab,https://kakawachocolates.com.au/products/house-milk-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0046,SRC-CRAWL,page_observation,HTTP 200; title=Premium White Chocolate Slab | Crafted by Kakawa Chocolates; meta=present; H1=House White Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/house-white-chocolate-slab,https://kakawachocolates.com.au/products/house-white-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0047,SRC-CRAWL,page_observation,HTTP 200; title=House Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=House Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/huuse-dark-chocolate-slab,https://kakawachocolates.com.au/products/huuse-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0048,SRC-CRAWL,page_observation,HTTP 200; title=Custom Chocolate Boxes | Build Your Own Chocolate Box – Kakawa Chocolates; meta=present; H1=Design Your Own Box; internal_links=35,https://kakawachocolates.com.au/products/make-your-own-gift-box,https://kakawachocolates.com.au/products/make-your-own-gift-box,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0049,SRC-CRAWL,page_observation,HTTP 200; title=Matcha Chocolate Tea Delight | Kakawa Chocolates; meta=present; H1=Matcha Green Tea White Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/matcha-green-tea,https://kakawachocolates.com.au/products/matcha-green-tea,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0050,SRC-CRAWL,page_observation,HTTP 200; title=Refreshing Mint Crisp Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Mint Crisp Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/mint-crisp-dark-chocolate-slab,https://kakawachocolates.com.au/products/mint-crisp-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0051,SRC-CRAWL,page_observation,HTTP 200; title=Sour Cherry White Chocolate Slab | Kakawa Chocolates; meta=present; H1=Sour Cherry White Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/sour-cherry-with-white-chocolate-slab,https://kakawachocolates.com.au/products/sour-cherry-with-white-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0052,SRC-CRAWL,page_observation,HTTP 200; title=Strawberry & Pink Peppercorn Dark Chocolate | Kakawa Chocolates; meta=present; H1=Strawberry & Pink Peppercorn Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/strawberry-pink-peppercorn-with-dark-chocolate-slab,https://kakawachocolates.com.au/products/strawberry-pink-peppercorn-with-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0053,SRC-CRAWL,page_observation,HTTP 200; title=10 Chocolate Facts Most People Don’t Know – Kakawa Chocolates; meta=present; H1=10 Chocolate Facts Most People Don’t Know; internal_links=43,https://kakawachocolates.com.au/blogs/chocolates/10-chocolate-facts-most-people-dont-know,https://kakawachocolates.com.au/blogs/chocolates/10-chocolate-facts-most-people-dont-know,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0054,SRC-CRAWL,page_observation,HTTP 200; title=Corporate Chocolate Gift Ideas | Kakawa Chocolates; meta=present; H1=A Sweet Collaboration with Sydney Gift Hampers; internal_links=41,https://kakawachocolates.com.au/blogs/chocolates/a-sweet-collaboration-with-sydney-gift-hampers,https://kakawachocolates.com.au/blogs/chocolates/a-sweet-collaboration-with-sydney-gift-hampers,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0055,SRC-CRAWL,page_observation,HTTP 200; title=EOFY Corporate Gifts Australia: How to Choose Something Worth Giving – Kakawa Chocolates; meta=present; H1=The Best Last-Minute EOFY Corporate Gifts (That Still Feel Thoughtful); internal_links=40,https://kakawachocolates.com.au/blogs/chocolates/best-last-minute-eofy-corporate-gifts-australia,https://kakawachocolates.com.au/blogs/chocolates/best-last-minute-eofy-corporate-gifts-australia,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0056,SRC-CRAWL,page_observation,HTTP 200; title=Handmade vs Factory Chocolates | Kakawa Chocolates; meta=present; H1=Handmade Chocolates vs Factory Made Chocolates: Why Handmade? | Handmade Chocolates vs Factory Made Chocolates: Why Handmade?; internal_links=42,https://kakawachocolates.com.au/blogs/chocolates/handmade-chocolates-vs-factory-made-chocolates-why-handmade,https://kakawachocolates.com.au/blogs/chocolates/handmade-chocolates-vs-factory-made-chocolates-why-handmade,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0057,SRC-CRAWL,page_observation,"HTTP 200; title=How to Pair Single Origin Chocolate with Wine, Whisky and Winter Desse – Kakawa Chocolates; meta=present; H1=How to Pair Single Origin Chocolate with Wine, Whisky and Winter Desserts; internal_links=49",https://kakawachocolates.com.au/blogs/chocolates/how-to-pair-single-origin-chocolate-with-wine-whisky-and-winter-desserts,https://kakawachocolates.com.au/blogs/chocolates/how-to-pair-single-origin-chocolate-with-wine-whisky-and-winter-desserts,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0058,SRC-CRAWL,page_observation,HTTP 200; title=Brandied Cherry Christmas Gift Box – Limited Edition | Kakawa Chocolates; meta=present; H1=Kakawa’s Brandied Cherry Gift Box: A Year in the Making; internal_links=45,https://kakawachocolates.com.au/blogs/chocolates/kakawa-brandied-cherry-gift-box-a-year-in-the-making,https://kakawachocolates.com.au/blogs/chocolates/kakawa-brandied-cherry-gift-box-a-year-in-the-making,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0059,SRC-CRAWL,page_observation,HTTP 200; title=Party Pack Chocolate Gift Boxes | Kakawa Chocolates; meta=present; H1=Pop the Champagne: Meet Kakawa’s New Party Pack Collection | Pop the Champagne: Meet Kakawa’s New Party Pack Collection; internal_links=43,https://kakawachocolates.com.au/blogs/chocolates/pop-the-champagne-meet-kakawa-s-new-party-pack-collection,https://kakawachocolates.com.au/blogs/chocolates/pop-the-champagne-meet-kakawa-s-new-party-pack-collection,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0060,SRC-CRAWL,page_observation,HTTP 200; title=Single Origin Chocolate: Why Chocolate Percentage Doesn’t Define Flavo – Kakawa Chocolates; meta=present; H1=Single Origin Chocolate: Why Chocolate Percentage Doesn’t Define Flavour; internal_links=48,https://kakawachocolates.com.au/blogs/chocolates/single-origin-chocolate-why-chocolate-percentage-doesnt-define-flavour,https://kakawachocolates.com.au/blogs/chocolates/single-origin-chocolate-why-chocolate-percentage-doesnt-define-flavour,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0061,SRC-CRAWL,page_observation,HTTP 200; title=Booze Chocolates for Father’s Day | Kakawa Chocolates; meta=present; H1=The Gift That Speaks His Language: Why Kakawa’s Booze Chocolates Are Perfect for Father’s Day; internal_links=43,https://kakawachocolates.com.au/blogs/chocolates/the-gift-that-speaks-his-language-why-kakawa-s-booze-chocolates-are-perfect-for-father-s-day,https://kakawachocolates.com.au/blogs/chocolates/the-gift-that-speaks-his-language-why-kakawa-s-booze-chocolates-are-perfect-for-father-s-day,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0062,SRC-CRAWL,page_observation,HTTP 200; title=Thoughtful Mother's Day Chocolate Gifts for Every Taste – Kakawa Chocolates; meta=present; H1=Thoughtful Mother's Day Chocolate Gifts for Every Taste; internal_links=47,https://kakawachocolates.com.au/blogs/chocolates/thoughtful-mothers-day-chocolate-gifts-for-every-taste,https://kakawachocolates.com.au/blogs/chocolates/thoughtful-mothers-day-chocolate-gifts-for-every-taste,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0063,SRC-CRAWL,page_observation,HTTP 200; title=Unique Easter Chocolate Ideas Beyond the Supermarket – Kakawa Chocolates; meta=present; H1=Unique Easter Chocolate Ideas Beyond the Supermarket; internal_links=44,https://kakawachocolates.com.au/blogs/chocolates/unique-easter-chocolate-ideas-beyond-the-supermarket,https://kakawachocolates.com.au/blogs/chocolates/unique-easter-chocolate-ideas-beyond-the-supermarket,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0064,SRC-CRAWL,page_observation,HTTP 200; title=What Your Favourite Fruit Says About Your Chocolate Taste – Kakawa Chocolates; meta=present; H1=What Your Favourite Fruit Says About Your Chocolate Taste | What fruit do you naturally enjoy eating?; internal_links=49,https://kakawachocolates.com.au/blogs/chocolates/what-your-favourite-fruit-says-about-your-chocolate-taste,https://kakawachocolates.com.au/blogs/chocolates/what-your-favourite-fruit-says-about-your-chocolate-taste,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0065,SRC-CRAWL,page_observation,"HTTP 200; title=Chocolate Insights, Gifting Ideas & Stories | Kakawa Chocolates – Page 2; meta=present; H1=Blog; internal_links=48",https://kakawachocolates.com.au/blogs/chocolates?page=2,https://kakawachocolates.com.au/blogs/chocolates?page=2,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0066,SRC-CRAWL,page_observation,HTTP 200; title=“9 of Australia’s Best Chocolate Shops” – Kakawa Chocolates; meta=present; H1=“9 of Australia’s Best Chocolate Shops”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/9-of-australia-best-chocolate-shops,https://kakawachocolates.com.au/blogs/in-the-media/9-of-australia-best-chocolate-shops,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0067,SRC-CRAWL,page_observation,HTTP 200; title=Freaky Easter Eggs – Flavour of the Month | Kakawa Chocolates; meta=present; H1=Easter eggs – Freaky Easter treats are the flavour of the month ( The Sydney Morning Herald ); internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/easter-eggs-sydney-morning-herald,https://kakawachocolates.com.au/blogs/in-the-media/easter-eggs-sydney-morning-herald,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0068,SRC-CRAWL,page_observation,HTTP 200; title=Kakawa Featured in Broadsheet's 2025 Easter Guides | Kakawa Chocolates; meta=present; H1=Kakawa Featured Twice in Broadsheet’s 2025 Easter Guides; internal_links=45,https://kakawachocolates.com.au/blogs/in-the-media/kakawa-featured-twice-in-broadsheet-s-2025-easter-guides,https://kakawachocolates.com.au/blogs/in-the-media/kakawa-featured-twice-in-broadsheet-s-2025-easter-guides,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
