source_url,target_url,status_code,evidence_id,approval_status,included_in_deployment
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CSydney+Sweets%3A+An+Essential+Guide%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fsydney-sweets-an-essential-guide,Unavailable,404,EV-0269,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+10+Best+Chocolates+to+Indulge+in+this+Easter%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-10-best-chocolates-easter,Unavailable,404,EV-0270,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+Best+Chocolate+Shops+in+Sydney+to+Get+Your+Sweet+Treat+Fix%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-chocolate-shops-in-sydney,Unavailable,404,EV-0271,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+Best+Chocolatiers+in+Sydney%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-chocolatiers-in-sydney,Unavailable,404,EV-0272,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CWhere+to+find+the+best+Easter+chocolate+in+Sydney%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-easter-chocolate-in-sydney,Unavailable,404,EV-0273,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CWorld+Chocolate+Day%3A+11+places+to+get+your+chocolate+fix%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fworld-chocolate-day,Unavailable,404,EV-0274,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Chocolate+Wedding+Favours+That+Will+Delight+Your+Guests&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fchocolate-wedding-favours-that-will-delight-your-guests,Unavailable,404,EV-0328,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Corporate+Chocolate+Gifts+%26+Custom+Chocolate+Boxes&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fchocolates-gift-box,Unavailable,404,EV-0329,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=How+Corporate+Chocolates+Can+Enhance+Your+Brand++%7C+Kakawa+Chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fcorporate-chocolates,Unavailable,404,EV-0330,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Why+Chocolate+Makes+the+Best+Corporate+Gift&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fcorporate-event-chocolates,Unavailable,404,EV-0331,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Easter+Chocolate+Guide%3A+The+Best+Easter+Chocolates+and+Eggs+for+2025&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Feaster-chocolate-guide-the-best-easter-chocolates-and-eggs-for-2025,Unavailable,404,EV-0332,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/collections/easter/products/dinosaur-egg,Unavailable,404,EV-0333,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Mother%E2%80%99s+Day+surprise+with+handcrafted+flower+chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fmother-s-day-surprise-with-handcrafted-flower-chocolates,Unavailable,404,EV-0337,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/flower-chocolate-box-mothers-day-limited-edition,Unavailable,404,EV-0338,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/mothers-day-flower-heart-chocolate,Unavailable,404,EV-0339,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/spoil-mum-pack,Unavailable,404,EV-0340,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Personalised+Wedding+Chocolates%3A+Unique+Ideas&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fpersonalised-wedding-chocolates-unique-ideas,Unavailable,404,EV-0341,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Why+Chocolate+Makes+the+Perfect+Christmas+Gift&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fthe-perfect-christmas-gift,Unavailable,404,EV-0342,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=The+Perfect+Gift+Boxes+for+Every+Occasion&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fthe-perfect-gift-boxes,Unavailable,404,EV-0343,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Personalised+Wedding+Chocolates+%7C+Custom+Wedding+Favours+%E2%80%93+Kakawa+Chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fwedding-chocolates,Unavailable,404,EV-0344,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+best+Easter+chocolate+for+all+age+groups%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-easter-chocolate,Unavailable,404,EV-0345,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CAustralia%E2%80%99s+Top+10+Chocolate+Shops%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Faustralia-top-10-chocolate-shops,Unavailable,404,EV-0346,withheld_pending_graph_validation,false
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CEaster+Chocolate+Gift+Guide%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Feaster-chocolate-gift-guide,Unavailable,404,EV-0347,withheld_pending_graph_validation,false
