source_url,target_url,anchor,rationale,evidence_ids,approval_status
https://kakawachocolates.com.au/blogs/in-the-media/sydney-cracking-chocolate-easter-eggs,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0071, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/sydney-sweets-an-essential-guide,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0072, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/the-10-best-chocolates-easter,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0073, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolate-shops-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0074, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolatiers-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0075, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/the-best-easter-chocolate-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0076, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/world-chocolate-day,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0077, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/artisan-chocolate,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0198, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=10+Chocolate+Facts+Most+People+Don%E2%80%99t+Know&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2F10-chocolate-facts-most-people-dont-know,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0199, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/8-corporate-chocolate-gift-ideas,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0201, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/chocolate-wedding-favours-that-will-delight-your-guests,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0202, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/corporate-chocolate,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0203, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=A+Sweet+Collaboration+with+Sydney+Gift+Hampers&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fa-sweet-collaboration-with-sydney-gift-hampers,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0204, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=The+Best+Last-Minute+EOFY+Corporate+Gifts+%28That+Still+Feel+Thoughtful%29&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fbest-last-minute-eofy-corporate-gifts-australia,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0205, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/gift-idea,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0206, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/hand-made-chocolate,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0207, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Handmade+Chocolates+vs+Factory+Made+Chocolates%3A+Why+Handmade%3F&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fhandmade-chocolates-vs-factory-made-chocolates-why-handmade,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0208, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=How+to+Pair+Single+Origin+Chocolate+with+Wine%2C+Whisky+and+Winter+Desserts&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fhow-to-pair-single-origin-chocolate-with-wine-whisky-and-winter-desserts,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0209, EV-0002",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/hot-chocolate-bomb-gift-box-gift-box,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0210, EV-0009",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/vanilla-bean-marshmallows,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0211, EV-0009",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/madagascar-64,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0212, EV-0018",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/sao-thome-70,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0213, EV-0018",review_ready
https://kakawachocolates.com.au/collections/winter-chocolate-collection/products/fresh-ginger-caramel,https://kakawachocolates.com.au/collections/winter-chocolate-collection,Winter Chocolate Collection,Preserve a descriptive parent relationship,"EV-0214, EV-0019",review_ready
https://kakawachocolates.com.au/collections/winter-chocolate-collection/products/hot-chocolate-collection,https://kakawachocolates.com.au/collections/winter-chocolate-collection,Winter Chocolate Collection,Preserve a descriptive parent relationship,"EV-0215, EV-0019",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/chocolate-gift-box,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0216, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/christmas,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0217, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/christmas-gift-box,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0218, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Kakawa%E2%80%99s+Brandied+Cherry+Gift+Box%3A+A+Year+in+the+Making&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fkakawa-brandied-cherry-gift-box-a-year-in-the-making,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0219, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/party-pack,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0221, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Pop+the+Champagne%3A+Meet+Kakawa%E2%80%99s+New+Party+Pack+Collection&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fpop-the-champagne-meet-kakawa-s-new-party-pack-collection,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0222, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Single+Origin+Chocolate%3A+Why+Chocolate+Percentage+Doesn%E2%80%99t+Define+Flavour&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fsingle-origin-chocolate-why-chocolate-percentage-doesnt-define-flavour,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0223, EV-0002",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/ecuador-70,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0224, EV-0018",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/single-origin-gift-box,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0225, EV-0018",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/vietnam-64-copy,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0226, EV-0018",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/fathers-day-chocolate,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0228, EV-0002",review_ready
https://kakawachocolates.com.au/collections/fathers-day-booze-chocolates/products/booze-chocolate-box,https://kakawachocolates.com.au/collections/fathers-day-booze-chocolates,Father's Day Booze Chocolates,Preserve a descriptive parent relationship,"EV-0229, EV-0010",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/mothers-day-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0230, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Thoughtful+Mother%27s+Day+Chocolate+Gifts+for+Every+Taste&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fthoughtful-mothers-day-chocolate-gifts-for-every-taste,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0231, EV-0002",review_ready
https://kakawachocolates.com.au/collections/party-packs/products/online-orders-only-chocolate-bar-pack,https://kakawachocolates.com.au/collections/party-packs,Handcrafted Chocolate Packs for Every Celebration,Preserve a descriptive parent relationship,"EV-0234, EV-0014",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Unique+Easter+Chocolate+Ideas+Beyond+the+Supermarket&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Funique-easter-chocolate-ideas-beyond-the-supermarket,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0235, EV-0002",review_ready
https://kakawachocolates.com.au/collections/easter/products/6-pack-chocolate-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0236, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/easter-chocolate-bilby,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0237, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/little-chick,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0238, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/matcha-berry-easter-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0239, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/planet-egg-dark-chocolate,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0240, EV-0194",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=What+Your+Favourite+Fruit+Says+About+Your+Chocolate+Taste&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fwhat-your-favourite-fruit-says-about-your-chocolate-taste,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0241, EV-0002",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/green-apple-jelly,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0242, EV-0009",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/passion-fruit-jelly,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0243, EV-0009",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/salted-butter-caramel,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0244, EV-0009",review_ready
https://kakawachocolates.com.au/collections/confectionary/products/strawberry-jelly,https://kakawachocolates.com.au/collections/confectionary,Confectionary,Preserve a descriptive parent relationship,"EV-0245, EV-0009",review_ready
https://kakawachocolates.com.au/collections/single-origin-chocolates/products/australian-70,https://kakawachocolates.com.au/collections/single-origin-chocolates,Single Origin Chocolates,Preserve a descriptive parent relationship,"EV-0246, EV-0018",review_ready
https://kakawachocolates.com.au/blogs/chocolates/chocolates-gift-box,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0247, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/corporate-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0248, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/corporate-event-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0249, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/easter-chocolate-guide-the-best-easter-chocolates-and-eggs-for-2025,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0250, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/mother-s-day-surprise-with-handcrafted-flower-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0251, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/personalised-wedding-chocolates-unique-ideas,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0252, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/the-perfect-christmas-gift,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0253, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/the-perfect-gift-boxes,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0254, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/wedding-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0255, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/the-best-easter-chocolate,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0257, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9C9+of+Australia%E2%80%99s+Best+Chocolate+Shops%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2F9-of-australia-best-chocolate-shops,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0258, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=Easter+eggs+%E2%80%93+Freaky+Easter+treats+are+the+flavour+of+the+month+%28+The+Sydney+Morning+Herald+%29&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Feaster-eggs-sydney-morning-herald,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0259, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/tagged/easter-chocolates,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0260, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=Kakawa+Featured+Twice+in+Broadsheet%E2%80%99s+2025+Easter+Guides&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fkakawa-featured-twice-in-broadsheet-s-2025-easter-guides,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0261, EV-0003",review_ready
https://kakawachocolates.com.au/collections/easter/products/3-pack-filled-chocolate-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0262, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/fried-egg-on-toast,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0263, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/hot-cross-bun-chocolate,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0264, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/praline-filled-large-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0265, EV-0194",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CSix+Of+The+Best+Easter+Eggs+For+Adults%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fsix-of-the-best-easter-eggs-for-adults,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0266, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=Sweet+Coverage%3A+Kakawa+Hops+Into+The+Sydney+Morning+Herald&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fsweet-coverage-kakawa-hops-into-the-sydney-morning-herald,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0267, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CSydney%E2%80%99s+cracking+new+chocolate+Easter+eggs+for+every+budget%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fsydney-cracking-chocolate-easter-eggs,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0268, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CSydney+Sweets%3A+An+Essential+Guide%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fsydney-sweets-an-essential-guide,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0269, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+10+Best+Chocolates+to+Indulge+in+this+Easter%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-10-best-chocolates-easter,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0270, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+Best+Chocolate+Shops+in+Sydney+to+Get+Your+Sweet+Treat+Fix%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-chocolate-shops-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0271, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+Best+Chocolatiers+in+Sydney%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-chocolatiers-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0272, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CWhere+to+find+the+best+Easter+chocolate+in+Sydney%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-easter-chocolate-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0273, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CWorld+Chocolate+Day%3A+11+places+to+get+your+chocolate+fix%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fworld-chocolate-day,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0274, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/australia-top-10-chocolate-shops,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0275, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/easter-chocolate-gift-guide,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0276, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/wedding-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0327, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Chocolate+Wedding+Favours+That+Will+Delight+Your+Guests&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fchocolate-wedding-favours-that-will-delight-your-guests,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0328, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Corporate+Chocolate+Gifts+%26+Custom+Chocolate+Boxes&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fchocolates-gift-box,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0329, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=How+Corporate+Chocolates+Can+Enhance+Your+Brand++%7C+Kakawa+Chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fcorporate-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0330, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Why+Chocolate+Makes+the+Best+Corporate+Gift&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fcorporate-event-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0331, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Easter+Chocolate+Guide%3A+The+Best+Easter+Chocolates+and+Eggs+for+2025&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Feaster-chocolate-guide-the-best-easter-chocolates-and-eggs-for-2025,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0332, EV-0002",review_ready
https://kakawachocolates.com.au/collections/easter/products/dinosaur-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Add a descriptive parent relationship after editorial review,"EV-0333, EV-0194",withheld_pending_review
